Total,cct
-6.0,07EPB0597L
-6.0,07EPB0674Z
-6.0,07EPB0197P
-6.0,07EPB0598K
-6.0,07EPB0228S
-6.0,07EPB0613M
-6.0,07EPB0662V
-6.0,07EPB0843E
-7.0,07EPB0233D
-7.0,07EPB0772A
-8.0,07EPB0634Z
-8.0,07EPB0780J
-8.0,07EPB0161A
-8.0,07EPB0024Y
-8.0,07DPB2407S
-8.0,07EPB0566S
-8.0,07EPB0375B
-8.0,07EPB0807Z
-8.0,07EPB0800G
-8.0,07EPB0030I
-8.0,07EPB0116O
-8.0,07EPB0496N
-8.0,07DPB2924D
-8.0,07DPB2142A
-8.0,07EPB0184L
-8.0,07EPB0747B
-10.0,07EPB0009F
-10.0,07EPB0545F
-10.0,07EPB0819E
-10.0,07EPB0498L
-10.0,07EPB0844D
-10.0,07EPB0852M
-10.0,07EPB0052U
-10.0,07EPB0624S
-10.0,07DPB1506L
-11.0,07EPB0122Z
-12.0,07DPB2172V
-12.0,07DPB3199I
-12.0,07DPB2326H
-12.0,07EPB0510Q
-12.0,07EPB0518I
-12.0,07EPB0263Y
-12.0,07EPB0053T
-12.0,07EPB0268T
-12.0,07EPB0799H
-12.0,07EPB0006I
-12.0,02DPB0084S
-12.0,07EPB0017O
-12.0,07EPB0235B
-13.0,07DPB3185F
-13.0,07EPB0789A
-13.0,07DPB1880Q
-14.0,07DPB3079W
-14.0,07EPB0243K
-14.0,07EPB0273E
-14.0,07EPB0306F
-14.0,07EPB0157O
-14.0,07EPB0456M
-14.0,07DPB2065M
-15.0,07EPB0367T
-15.0,07EPB0549B
-16.0,07DPB1014Z
-16.0,07DPB1836C
-16.0,07DPB2613A
-16.0,07EPB0371F
-16.0,07DPB3164T
-16.0,07EPB0055R
-16.0,07DPB3256J
-16.0,07EPB0369R
-16.0,07DPB2611C
-16.0,07DPB1031P
-16.0,07DPB2618W
-16.0,07DPB2409Q
-16.0,07DPB2055F
-16.0,07EPB0132F
-16.0,07EPB0548C
-16.0,07EPB0190W
-16.0,07EPB0865Q
-16.0,07EPB0589C
-16.0,07DPB2926B
-16.0,07DPB3297J
-16.0,07EPB0567R
-17.0,07DPB2286X
-17.0,07DPB2555A
-18.0,07DPB2511D
-18.0,07EPB0048H
-18.0,07EPB0062A
-18.0,07EPB0272F
-18.0,07DPB2121O
-18.0,07EPB0159M
-18.0,07DPB2536M
-18.0,07DPB2569D
-18.0,07DPB2249T
-18.0,07DPB3171C
-18.0,07DPB3273Z
-18.0,07EPB0828M
-18.0,07EPB0466T
-18.0,07DPB3168P
-19.0,07EPB0870B
-19.0,07EPB0284K
-20.0,07DPB3197K
-20.0,07EPB0815I
-20.0,07DPB3007C
-20.0,07DPB2621J
-20.0,07EPB0479X
-20.0,07DPB2320N
-20.0,07EPB0332D
-20.0,07DPB2616Y
-21.0,07DPB1013Z
-21.0,07EPB0425T
-21.0,07EPB0838T
-22.0,07DPB1851V
-22.0,07DPB2656Z
-22.0,07DPB2098D
-22.0,07EPB0304H
-22.0,07EPB0381M
-22.0,07EPB0831Z
-22.0,07DPB1030Q
-23.0,07DPB2513B
-23.0,07EPB0405F
-23.0,07EPB0853L
-23.0,07EPB0005J
-23.0,07DPB3085G
-24.0,07EPB0368S
-24.0,07DPB2897X
-24.0,07DPB2457Z
-24.0,07DPB2921G
-24.0,07EPB0460Z
-24.0,07DPB2364K
-25.0,07EPB0175D
-25.0,07DPB3050R
-25.0,07DPB2390I
-25.0,07EPB0084M
-26.0,07DPB1009N
-26.0,07DPB3106C
-26.0,07EPB0101M
-26.0,07DPB3157J
-26.0,02DPB0085R
-26.0,07DPB2549Q
-27.0,02DPB0032M
-27.0,07EPB0741H
-27.0,07DPB3154M
-28.0,07DPB1837B
-28.0,07DPB2113F
-28.0,07DPB3224R
-28.0,07DPB2338M
-28.0,07DPB3100I
-28.0,07DPB2650E
-28.0,07DPB2216B
-29.0,07EPB0045K
-29.0,07EPB0286I
-29.0,07EPB0072H
-29.0,07DPB2292H
-29.0,07DPB1835D
-29.0,07DPB2208T
-29.0,07DPB2119Z
-30.0,02DPB0059T
-30.0,07DPB2344X
-30.0,07DPB2612B
-30.0,07DPB0569Q
-31.0,07DPB2138O
-31.0,07DPB2967B
-31.0,07DPB2429D
-31.0,07DPB2062P
-31.0,07DPB2302Y
-31.0,07DPB2141B
-31.0,07EPB0767P
-32.0,07DPB1377H
-32.0,07EPB0774Z
-32.0,07DPB2334Q
-33.0,07DPB2158B
-33.0,02DPB0070P
-34.0,07DPB2627D
-34.0,07DPB2444W
-34.0,07DPB2127I
-35.0,07DPB2248U
-35.0,07DPB2431S
-35.0,07DPB3261V
-35.0,07EPB0362Y
-35.0,07DPB2648Q
-36.0,07DPB2461M
-36.0,07DPB1029A
-36.0,07DPB2459Y
-37.0,07DPB3217H
-37.0,07DPB2930O
-37.0,07DPB3074A
-37.0,07DPB2601W
-37.0,07DPB2117B
-38.0,07DPB2477N
-38.0,07DPB2980W
-39.0,02DPB0004Q
-39.0,07DPB2487U
-40.0,02DPB0081V
-41.0,02DPB0001T
-41.0,02DPB0065D
-41.0,07DPB2506S
-42.0,07DPB2630R
-43.0,02DPB0011Z
-43.0,02DPB0029Z
-43.0,07DPB2412D
-43.0,02DPB0003R
-43.0,07DPB2485W
-47.0,02DPB0083T
-47.0,02DPB0041U
-48.0,02DPB0072N
-48.0,02DPB0075K
-48.0,07DPB2434P
-49.0,02DPB0087P
-49.0,07DPB2628C
-49.0,02DPB0069Z
-50.0,07DPB2647R
-50.0,07DPB2919S
-51.0,07DPB2150J
-51.0,07DPB2541Y
-52.0,02DPB0079G
-53.0,07DPB2145Y
-53.0,07DPB2433Q
-53.0,07DPB2479L
-54.0,02DPB0073M
-54.0,02DPB0078H
-54.0,02DPB0082U
-55.0,02DPB0076J
-55.0,07DPB2927A
-55.0,02DPB0031N
-55.0,02DPB0063F
-55.0,02DPB0043S
-55.0,02DPB0058U
-56.0,02DPB0055X
-56.0,02DPB0010A
-56.0,02DPB0021G
-56.0,07DPB2517Y
-57.0,02DPB0051A
-58.0,02DPB0023E
-58.0,02DPB0066C
-58.0,02DPB0062G
-58.0,02DPB0064E
-58.0,02DPB0061H
-59.0,02DPB0045Q
-59.0,02DPB0053Z
-59.0,02DPB0037H
-59.0,02DPB0067B
-59.0,02DPB0080W
-60.0,02DPB0047O
-60.0,02DPB0048N
-60.0,02DPB0052Z
-60.0,02DPB0071O
-61.0,02DPB0046P
-61.0,02DPB0008M
-61.0,02DPB0034K
-61.0,02DPB0060I
-61.0,02DPB0012Z
-61.0,02DPB0056W
-62.0,02DPB0013Y
-62.0,02DPB0068A
-62.0,02DPB0024D
-63.0,02DPB0007N
-63.0,02DPB0054Y
-63.0,02DPB0035J
-63.0,02DPB0044R
-64.0,07DPB2663I
-64.0,07DPB2751C
-64.0,02DPB0050B
-66.0,02DPB0028Z
-66.0,02DPB0033L
